973,-117.5,-323.5,177
974,-176.5,-264.5,177
975,-117.5,-264.5,177
976,-176.5,-323.5,235
977,-117.5,-323.5,235
978,-176.5,-264.5,235
979,-117.5,-264.5,235
980,-176.5,-323.5,293
981,-117.5,-323.5,293
982,-176.5,-264.5,293
983,-117.5,-264.5,293
984,-176.5,-323.5,351
985,-117.5,-323.5,351
986,-176.5,-264.5,351
987,-117.5,-264.5,351
